,Date,No_calls_Offered,Year,Week,Day,WeekDay,Month,SpecialDay,Weekend,isHoliday,key,tmax,tmin,prec
561,2013-10-14,8038.2078344917645,2013,42,14,0,10,0,0,1,7.2,68.04306,48.42105,0.16799048
562,2013-10-15,7790.413442731814,2013,42,15,1,10,0,0,0,7.2,66.77033,48.27751,0.124593325
563,2013-10-16,7370.179349249525,2013,42,16,2,10,0,0,0,7.2,65.48325,47.04306,0.059952166
564,2013-10-17,7249.346925526905,2013,42,17,3,10,0,0,0,7.2,65.311005,45.22488,0.07392346
565,2013-10-18,6490.520321058846,2013,42,18,4,10,0,0,0,7.2,64.20096,43.39713,0.040047854
566,2013-10-19,2471.1623306711012,2013,42,19,5,10,0,1,0,7.2,63.751198,41.961723,0.06267944
567,2013-10-20,1405.2317442990031,2013,42,20,6,10,0,1,0,7.2,64.72727,41.05263,0.019712918
568,2013-10-21,6571.210264288683,2013,43,21,0,10,0,0,0,7.2,64.35096,41.23077,0.031105768
569,2013-10-22,7207.67971255873,2013,43,22,1,10,0,0,0,7.2,63.08173,41.66827,0.030961541
570,2013-10-23,6816.405081516615,2013,43,23,2,10,0,0,0,7.2,60.516747,39.655502,0.034593306
571,2013-10-24,6433.064441769402,2013,43,24,3,10,0,0,0,7.2,58.63285,37.985508,0.008840579
572,2013-10-25,5995.7111426199535,2013,43,25,4,10,0,0,0,7.2,60.339714,36.267944,0.004162679
573,2013-10-26,2469.6950125667536,2013,43,26,5,10,0,1,0,7.2,61.430622,37.392345,0.016459329
574,2013-10-27,1356.9766780155694,2013,43,27,6,10,0,1,0,7.2,63.909092,38.55024,0.026363635
575,2013-10-28,7235.092927665753,2013,44,28,0,10,1,0,0,7.2,60.490383,40.173077,0.035192315
576,2013-10-29,7254.775179882759,2013,44,29,1,10,1,0,0,7.2,59.889954,41.736843,0.049904317
577,2013-10-30,7890.280068659682,2013,44,30,2,10,1,0,0,7.2,63.334927,45.162678,0.13961722
578,2013-10-31,5801.648804452813,2013,44,31,3,10,1,0,0,7.2,65.5933,46.904305,0.35220096
579,2013-11-01,8054.8427394024,2013,44,1,4,11,1,0,0,6.9,65.35096,45.384617,0.10399043
580,2013-11-02,7398.0,2013,44,2,5,11,1,1,0,6.9,62.192307,40.182693,0.05807694
581,2013-11-03,9010.639765708991,2013,44,3,6,11,1,1,0,6.9,58.533653,37.528847,0.006538461
582,2013-11-04,9243.454362416274,2013,45,4,0,11,0,0,0,6.9,56.278847,37.951923,0.028269233
583,2013-11-05,3320.03875613893,2013,45,5,1,11,0,0,0,6.9,57.94737,40.837322,0.1392823
584,2013-11-06,8192.017507269851,2013,45,6,2,11,0,0,0,6.9,61.04306,40.004784,0.13315792
585,2013-11-07,7510.573696476739,2013,45,7,3,11,0,0,0,6.9,59.004784,37.688995,0.07770338
586,2013-11-08,1380.7981873397125,2013,45,8,4,11,0,0,0,6.9,58.033493,35.334927,0.015263156
587,2013-11-09,8264.0732837105,2013,45,9,5,11,0,1,0,6.9,59.57895,37.473682,0.011244018
588,2013-11-10,7283.809828405874,2013,45,10,6,11,0,1,0,6.9,59.822968,38.301434,0.007081339
589,2013-11-11,8222.259346305083,2013,46,11,0,11,0,0,1,6.9,58.028847,33.70673,0.03283654
590,2013-11-12,6156.391501255328,2013,46,12,1,11,0,0,0,6.9,51.516747,29.870813,0.023636369
591,2013-11-13,7173.836436547946,2013,46,13,2,11,0,0,0,6.9,52.68421,29.033493,0.001722488
592,2013-11-14,6794.2563471927,2013,46,14,3,11,0,0,0,6.9,56.98086,32.588516,0.004401914
593,2013-11-15,6379.437423995266,2013,46,15,4,11,0,0,0,6.9,58.655502,37.095695,0.04942586
594,2013-11-16,2644.0882640641157,2013,46,16,5,11,0,1,0,6.9,61.927883,43.95673,0.059519257
595,2013-11-17,1413.7590678743709,2013,46,17,6,11,0,1,0,6.9,63.39713,45.167465,0.2269378
596,2013-11-18,8058.174598577415,2013,47,18,0,11,0,0,0,6.9,59.712917,39.80383,0.061483257
597,2013-11-19,7550.808652857628,2013,47,19,1,11,0,0,0,6.9,55.42512,35.864735,0.029371982
598,2013-11-20,6525.619780420231,2013,47,20,2,11,0,0,0,6.9,53.716347,34.78846,0.03975962
599,2013-11-21,6845.299252044751,2013,47,21,3,11,0,0,0,6.9,51.639423,35.03846,0.1148558
600,2013-11-22,6025.911383102918,2013,47,22,4,11,0,0,0,6.9,49.653847,32.78846,0.16004814
601,2013-11-23,2593.036316700985,2013,47,23,5,11,0,1,0,6.9,43.5311,26.39713,0.035789486
602,2013-11-24,1356.0826676019526,2013,47,24,6,11,0,1,0,6.9,39.885166,22.535885,0.018133968
603,2013-11-25,7099.314367509927,2013,48,25,0,11,0,0,0,6.9,43.564594,26.411484,0.10875602
604,2013-11-26,7321.05217758432,2013,48,26,1,11,0,0,0,6.9,45.15311,28.47847,0.35086122
605,2013-11-27,6829.339750203452,2013,48,27,2,11,0,0,0,6.9,44.69378,24.468899,0.19976075
606,2013-11-28,7498.432488747389,2013,48,28,3,11,1,0,1,6.9,43.4067,23.435408,0.012583731
607,2013-11-29,7230.017819770666,2013,48,29,4,11,1,0,0,6.9,47.961723,23.679426,0.004736842
608,2013-11-30,2944.2249754616514,2013,48,30,5,11,1,1,0,6.9,52.258373,29.569378,0.0062200953
609,2013-12-01,3495.6205796994946,2013,48,1,6,12,1,1,0,6.7,53.153847,33.677883,0.048365388
610,2013-12-02,7821.0,2013,49,2,0,12,1,0,0,6.7,54.516747,35.57416,0.042105272
611,2013-12-03,8511.151271437819,2013,49,3,1,12,1,0,0,6.7,52.330143,34.516747,0.06205744
612,2013-12-04,8109.475916843735,2013,49,4,2,12,0,0,0,6.7,50.88889,32.816425,0.0646377
613,2013-12-05,1955.179224696309,2013,49,5,3,12,0,0,0,6.7,45.25121,26.608696,0.12222224
614,2013-12-06,7573.01462253488,2013,49,6,4,12,0,0,0,6.7,36.617226,21.741627,0.20210527
615,2013-12-07,7205.7193671982905,2013,49,7,5,12,0,1,0,6.7,30.615385,16.745192,0.04995193
616,2013-12-08,7940.210039669191,2013,49,8,6,12,0,1,0,6.7,32.4375,18.25,0.1454327
617,2013-12-09,7652.8001388945995,2013,50,9,0,12,0,0,0,6.7,34.89423,18.759615,0.08264427
618,2013-12-10,2865.8769797281584,2013,50,10,1,12,0,0,0,6.7,37.36232,17.72947,0.058985528
619,2013-12-11,7634.823922581669,2013,50,11,2,12,0,0,0,6.7,37.004807,15.942307,0.012884612
620,2013-12-12,6608.62420916821,2013,50,12,3,12,0,0,0,6.7,38.583733,17.205742,0.013253587
621,2013-12-13,6125.45929016837,2013,50,13,4,12,0,0,0,6.7,40.865383,21.653847,0.06384618
622,2013-12-14,2511.8474771468946,2013,50,14,5,12,0,1,0,6.7,40.966507,25.708134,0.22354062
623,2013-12-15,1385.6383115167134,2013,50,15,6,12,0,1,0,6.7,42.264423,23.509615,0.07528849
624,2013-12-16,7154.306918030805,2013,51,16,0,12,0,0,0,6.7,45.264423,22.278847,0.015192302
625,2013-12-17,6156.1756129368305,2013,51,17,1,12,0,0,0,6.7,47.817307,24.6875,0.027211543
626,2013-12-18,6532.785087659757,2013,51,18,2,12,0,0,0,6.7,49.090908,25.454546,0.009760764
627,2013-12-19,6136.916176679902,2013,51,19,3,12,0,0,0,6.7,48.798077,27.971153,0.024759619
628,2013-12-20,5569.216656050577,2013,51,20,4,12,0,0,0,6.7,48.115383,31.350962,0.08365385
629,2013-12-21,2445.1581925859227,2013,51,21,5,12,0,1,0,6.7,49.427883,34.528847,0.36581725
630,2013-12-22,1157.299232308253,2013,51,22,6,12,0,1,0,6.7,48.259617,31.76923,0.2943269
631,2013-12-23,5914.102183366711,2013,52,23,0,12,0,0,0,6.7,41.8756,22.90909,0.13033499
632,2013-12-24,1582.1384041570066,2013,52,24,1,12,0,0,0,6.7,39.754807,18.259615,0.028269233
633,2013-12-25,828.3757890239848,2013,52,25,2,12,0,0,1,6.7,41.009617,21.817308,0.011730767
634,2013-12-26,815.6995937300691,2013,52,26,3,12,0,0,0,6.7,45.201923,24.985577,0.030384626
635,2013-12-27,6641.399107274493,2013,52,27,4,12,0,0,0,6.7,49.81818,26.38756,0.0044497605
636,2013-12-28,2917.456756902106,2013,52,28,5,12,1,1,0,6.7,51.02871,27.92823,0.11392347
637,2013-12-29,1294.6888896486337,2013,52,29,6,12,1,1,0,6.7,44.110577,23.850962,0.22913463
638,2013-12-30,6283.672923927505,2013,1,30,0,12,1,0,0,6.7,39.177032,20.746412,0.025933031
639,2013-12-31,2779.413645153067,2013,1,31,1,12,1,0,0,6.7,39.0,21.10244,0.01931707
640,2014-01-01,800.5874675169199,2014,1,1,2,1,1,0,1,6.6,39.239025,20.887804,0.043463424
641,2014-01-02,3223.766506896762,2014,1,2,3,1,1,0,0,6.6,37.406864,16.808823,0.1337745
642,2014-01-03,2712.3126177724844,2014,1,3,4,1,1,0,0,6.6,37.687805,13.317073,0.03419514
643,2014-01-04,6999.24034661253,2014,1,4,5,1,0,1,0,6.6,42.10628,17.661837,0.03980677
644,2014-01-05,1939.6389295965225,2014,1,5,6,1,0,1,0,6.6,38.85294,16.181372,0.12750003
645,2014-01-06,1353.688731854455,2014,2,6,0,1,0,0,0,6.6,32.243904,7.22439,0.06741465
646,2014-01-07,6536.899471058791,2014,2,7,1,1,0,0,0,6.6,29.239025,8.414634,0.022585366
647,2014-01-08,4655.727273543965,2014,2,8,2,1,0,0,0,6.6,34.468292,15.307317,0.03248781
648,2014-01-09,5887.075675510802,2014,2,9,3,1,0,0,0,6.6,41.603867,21.845411,0.060869575
649,2014-01-10,5203.122476049879,2014,2,10,4,1,0,0,0,6.6,49.068626,32.901962,0.18058823
650,2014-01-11,2080.413396598865,2014,2,11,5,1,0,1,0,6.6,54.765854,35.146343,0.3110243
651,2014-01-12,7417.43093927347,2014,2,12,6,1,0,1,0,6.6,53.480392,33.14706,0.018137252
652,2014-01-13,8293.252852943258,2014,3,13,0,1,0,0,0,6.6,53.614635,33.048782,0.077853665
653,2014-01-14,7936.36820604748,2014,3,14,1,1,0,0,0,6.6,50.91133,29.635468,0.09665028
654,2014-01-15,8313.978786821624,2014,3,15,2,1,0,0,0,6.6,46.71707,24.90244,0.016097559
655,2014-01-16,6939.620824908689,2014,3,16,3,1,0,0,0,6.6,46.60784,24.67647,0.01715686
656,2014-01-17,6818.264223550982,2014,3,17,4,1,0,0,0,6.6,44.439026,22.004879,0.010487803
657,2014-01-18,2975.9299612640316,2014,3,18,5,1,0,1,0,6.6,44.42439,21.707317,0.030000007
658,2014-01-19,1465.9150438228853,2014,3,19,6,1,0,1,0,6.6,50.330097,25.354368,0.009951455
659,2014-01-20,8676.323611323802,2014,4,20,0,1,0,0,1,6.6,50.789215,23.215687,0.009019606
660,2014-01-21,8031.232064196574,2014,4,21,1,1,0,0,0,6.6,40.160976,15.9463415,0.038585365
661,2014-01-22,7683.750615337444,2014,4,22,2,1,0,0,0,6.6,34.44878,13.565854,0.013317071
662,2014-01-23,7328.111980891979,2014,4,23,3,1,0,0,0,6.6,31.80097,11.567961,0.010048543
663,2014-01-24,6570.764536695606,2014,4,24,4,1,0,0,0,6.6,38.390244,14.034146,0.013951217
664,2014-01-25,2897.5286398722974,2014,4,25,5,1,0,1,0,6.6,44.92195,21.219513,0.02687805
665,2014-01-26,1492.9262265058685,2014,4,26,6,1,0,1,0,6.6,47.275864,18.92611,0.02472906
666,2014-01-27,7997.004942270769,2014,5,27,0,1,0,0,0,6.6,37.782608,16.227053,0.022801936
667,2014-01-28,7544.409699053875,2014,5,28,1,1,1,0,0,6.6,29.439024,11.580488,0.051219516
668,2014-01-29,7345.2015169395745,2014,5,29,2,1,1,0,0,6.6,37.671497,13.729468,0.073671505
669,2014-01-30,6931.386955970244,2014,5,30,3,1,1,0,0,6.6,41.656864,18.647058,0.06455883
670,2014-01-31,7310.982391533291,2014,5,31,4,1,1,0,0,6.6,41.2767,23.359222,0.029368937
671,2014-02-01,6668.74484089046,2014,5,1,5,2,1,1,0,6.7,44.45366,25.014635,0.07673171
672,2014-02-02,1544.9149393516152,2014,5,2,6,2,1,1,0,6.7,42.736584,21.995121,0.1356098
673,2014-02-03,1420.2067251236674,2014,6,3,0,2,1,0,0,6.7,39.26829,20.521952,0.12400005
674,2014-02-04,6168.693544190277,2014,6,4,1,2,0,0,0,6.7,36.097088,20.417477,0.18500005
675,2014-02-05,8301.163100010095,2014,6,5,2,2,0,0,0,6.7,33.229267,17.878048,0.17512193
676,2014-02-06,8689.243917425569,2014,6,6,3,2,0,0,0,6.7,26.950981,13.171569,0.037451
677,2014-02-07,5497.999517574383,2014,6,7,4,2,0,0,0,6.7,31.802956,14.295567,0.033743847
678,2014-02-08,1967.930950964705,2014,6,8,5,2,0,1,0,6.7,37.043903,19.770731,0.071658574
679,2014-02-09,5275.922237953446,2014,6,9,6,2,0,1,0,6.7,37.259804,21.259804,0.05686277
680,2014-02-10,4520.54325377202,2014,7,10,0,2,0,0,0,6.7,34.689655,17.665024,0.036945824
681,2014-02-11,1029.9094930013844,2014,7,11,1,2,0,0,0,6.7,35.282177,15.985148,0.098910905
682,2014-02-12,7477.586934638932,2014,7,12,2,2,0,0,0,6.7,39.736584,19.219513,0.18360981
683,2014-02-13,7392.639068292707,2014,7,13,3,2,0,0,0,6.7,47.15534,24.708738,0.15014566
684,2014-02-14,6810.165426430381,2014,7,14,4,2,0,0,0,6.7,46.7451,26.485294,0.12686276
685,2014-02-15,3123.7191769003584,2014,7,15,5,2,0,1,0,6.7,46.49029,24.31068,0.09033982
686,2014-02-16,1713.300595607651,2014,7,16,6,2,0,1,0,6.7,47.367645,25.705883,0.023039224
687,2014-02-17,8412.744692595941,2014,8,17,0,2,0,0,1,6.7,50.97561,28.27317,0.102682926
688,2014-02-18,7582.537864885204,2014,8,18,1,2,0,0,0,6.7,57.199028,31.893204,0.05966021
689,2014-02-19,7538.063107768386,2014,8,19,2,2,0,0,0,6.7,57.067963,35.669903,0.04548544
690,2014-02-20,7171.673909323055,2014,8,20,3,2,0,0,0,6.7,57.30244,35.604877,0.21331705
691,2014-02-21,6407.319996876105,2014,8,21,4,2,0,0,0,6.7,54.019512,32.15122,0.17239022
692,2014-02-22,2919.791236855575,2014,8,22,5,2,0,1,0,6.7,52.42439,29.960976,0.010585365
693,2014-02-23,1428.6501282201702,2014,8,23,6,2,0,1,0,6.7,49.122547,29.681372,0.04794117
694,2014-02-24,7291.1052008069055,2014,9,24,0,2,0,0,0,6.7,45.941746,27.558252,0.023543693
695,2014-02-25,7182.103645221609,2014,9,25,1,2,0,0,0,6.7,41.42995,24.096619,0.022657003
696,2014-02-26,6567.455104218368,2014,9,26,2,2,0,0,0,6.7,39.41262,18.980583,0.09800972
697,2014-02-27,7020.659438560382,2014,9,27,3,2,0,0,0,6.7,38.869564,17.695652,0.039130446
698,2014-02-28,8100.691255865548,2014,9,28,4,2,1,0,0,6.7,43.504856,19.11165,0.060436916
699,2014-03-01,7550.562504537671,2014,9,1,5,3,1,1,0,6.7,43.441746,23.407766,0.056893196
700,2014-03-02,7881.066588854085,2014,9,2,6,3,1,1,0,6.7,39.990196,19.955883,0.1554902
701,2014-03-03,8746.725940153816,2014,10,3,0,3,1,0,0,6.7,37.82927,15.414634,0.10282928
702,2014-03-04,5399.093000493475,2014,10,4,1,3,0,0,0,6.7,40.25604,20.193237,0.049082134
703,2014-03-05,2857.759897830356,2014,10,5,2,3,0,0,0,6.7,44.281555,26.315535,0.07067962
704,2014-03-06,7782.700513686716,2014,10,6,3,3,0,0,0,6.7,47.497585,27.545895,0.11009663
705,2014-03-07,4517.322439736258,2014,10,7,4,3,0,0,0,6.7,51.975727,29.364079,0.06553398
706,2014-03-08,1186.9573471990648,2014,10,8,5,3,0,1,0,6.7,53.805824,29.708738,0.04776701
707,2014-03-09,4540.216343948985,2014,10,9,6,3,0,1,0,6.7,57.74879,33.42995,0.049565215
708,2014-03-10,1589.6985297572867,2014,11,10,0,3,0,0,0,6.7,63.616505,38.247574,0.024660198
709,2014-03-11,6599.59503769909,2014,11,11,1,3,0,0,0,6.7,62.737865,38.830097,0.04490292
710,2014-03-12,6331.523170478264,2014,11,12,2,3,0,0,0,6.7,56.54634,31.05366,0.13765852
711,2014-03-13,7373.889707760181,2014,11,13,3,3,0,0,0,6.7,54.190243,26.42439,0.011024389
712,2014-03-14,6803.45970458979,2014,11,14,4,3,0,0,0,6.7,59.377453,33.186275,0.013823529
713,2014-03-15,2778.093058301915,2014,11,15,5,3,0,1,0,6.7,58.451458,36.203884,0.07189321
714,2014-03-16,1462.3179512583756,2014,11,16,6,3,0,1,0,6.7,51.668293,30.82439,0.244878
715,2014-03-17,7081.715668658221,2014,12,17,0,3,0,0,0,6.7,50.867645,30.019608,0.07960788
716,2014-03-18,6678.1533087609,2014,12,18,1,3,0,0,0,6.7,53.620193,32.96154,0.049038474
717,2014-03-19,6583.478652503346,2014,12,19,2,3,0,0,0,6.7,55.92233,35.305824,0.06131069
718,2014-03-20,6020.308872121676,2014,12,20,3,3,0,0,0,6.7,59.752426,34.451458,0.022087375
719,2014-03-21,5412.587953787278,2014,12,21,4,3,0,0,0,6.7,60.140778,34.082523,0.020485437
720,2014-03-22,2267.2972444119896,2014,12,22,5,3,0,1,0,6.7,55.417477,33.89806,0.012233009
721,2014-03-23,1198.9883423792232,2014,12,23,6,3,0,1,0,6.7,50.349514,28.859222,0.02558253
722,2014-03-24,6075.832264490647,2014,13,24,0,3,0,0,0,6.7,50.13107,27.93204,0.017330097
723,2014-03-25,5849.490447218763,2014,13,25,1,3,0,0,0,6.7,48.2549,28.318628,0.058725502
724,2014-03-26,5794.698804154512,2014,13,26,2,3,0,0,0,6.7,51.2233,28.23301,0.043009717
725,2014-03-27,6081.372238824024,2014,13,27,3,3,0,0,0,6.7,56.439613,35.178745,0.12314011
726,2014-03-28,6113.5723551321635,2014,13,28,4,3,1,0,0,6.7,58.203884,39.67476,0.30111653
727,2014-03-29,2096.5659451531155,2014,13,29,5,3,1,1,0,6.7,59.61836,37.487923,0.27811596
728,2014-03-30,1120.0683560845903,2014,13,30,6,3,1,1,0,6.7,61.25121,37.666668,0.13917875
729,2014-03-31,7119.577834218887,2014,14,31,0,3,1,0,0,6.7,63.608696,36.579712,0.063623205
730,2014-04-01,3096.7048817846344,2014,14,1,1,4,1,0,0,6.2,61.676327,37.652172,0.032077305
731,2014-04-02,7612.739207094193,2014,14,2,2,4,1,0,0,6.2,62.24878,40.185368,0.071902454
732,2014-04-03,8168.559329764045,2014,14,3,3,4,1,0,0,6.2,60.703884,43.106796,0.24723303
733,2014-04-04,5057.6606774563215,2014,14,4,4,4,0,0,0,6.2,59.531708,40.595123,0.16258541
734,2014-04-05,1386.3484422321724,2014,14,5,5,4,0,1,0,6.2,59.434147,38.682926,0.023756094
735,2014-04-06,6703.252505581369,2014,14,6,6,4,0,1,0,6.2,62.390244,39.980488,0.1760488
736,2014-04-07,5752.52235012859,2014,15,7,0,4,0,0,0,6.2,64.31707,42.07805,0.29770738
737,2014-04-08,5573.068450007622,2014,15,8,1,4,0,0,0,6.2,66.160194,42.072815,0.09135926
738,2014-04-09,4007.3201552618334,2014,15,9,2,4,0,0,0,6.2,69.79426,40.138756,0.005023923
739,2014-04-10,1961.7540193985487,2014,15,10,3,4,0,0,0,6.2,71.68293,42.756096,0.007853659
740,2014-04-11,6281.914876303899,2014,15,11,4,4,0,0,0,6.2,73.30244,44.912193,0.019999998
741,2014-04-12,6158.757946909233,2014,15,12,5,4,0,1,0,6.2,73.46568,48.318626,0.056960788
742,2014-04-13,1177.4912558906685,2014,15,13,6,4,0,1,0,6.2,69.46154,46.557693,0.21562502
743,2014-04-14,6925.062640716816,2014,16,14,0,4,0,0,0,6.2,63.9951,41.039215,0.23034313
744,2014-04-15,6110.937310764359,2014,16,15,1,4,0,0,0,6.2,59.10096,34.048077,0.2198077
745,2014-04-16,5675.437186739819,2014,16,16,2,4,0,0,0,6.2,58.019417,34.92233,0.056262143
746,2014-04-17,4846.874715425645,2014,16,17,3,4,0,0,0,6.2,61.614635,38.760975,0.043609757
747,2014-04-18,1717.7371264347669,2014,16,18,4,4,0,0,0,6.2,65.23189,41.942028,0.122173935
748,2014-04-19,2024.0719614900293,2014,16,19,5,4,0,1,0,6.2,68.747574,44.402912,0.06509709
749,2014-04-20,837.3551589807643,2014,16,20,6,4,0,1,0,6.2,72.85437,45.932037,0.024271851
750,2014-04-21,1574.4216700986888,2014,17,21,0,4,0,0,0,6.2,73.731705,47.44878,0.04595123
751,2014-04-22,8509.67129544268,2014,17,22,1,4,0,0,0,6.2,70.84878,46.112194,0.04609757
752,2014-04-23,6707.630966978691,2014,17,23,2,4,0,0,0,6.2,67.131065,45.359222,0.07266993
753,2014-04-24,6355.227023377504,2014,17,24,3,4,0,0,0,6.2,68.01463,45.341465,0.1432683
754,2014-04-25,7443.969394969904,2014,17,25,4,4,0,0,0,6.2,70.46117,45.86893,0.103252426
755,2014-04-26,2617.704057238909,2014,17,26,5,4,0,1,0,6.2,70.37864,46.572815,0.05640779
756,2014-04-27,1372.689787205119,2014,17,27,6,4,0,1,0,6.2,67.54634,48.034145,0.20034145
757,2014-04-28,8135.890454016459,2014,18,28,0,4,1,0,0,6.2,66.278046,48.419514,0.27287805
758,2014-04-29,8366.16692209793,2014,18,29,1,4,1,0,0,6.2,65.61463,47.853657,0.38097575
759,2014-04-30,7232.320135507677,2014,18,30,2,4,1,0,0,6.2,64.553925,46.906864,0.28524506
760,2014-05-01,1470.8319415273388,2014,18,1,3,5,1,0,0,6.3,67.2598,46.093136,0.07887255
761,2014-05-02,8554.427148137367,2014,18,2,4,5,1,0,0,6.3,69.82039,46.58738,0.032378636
762,2014-05-03,7930.933869812454,2014,18,3,5,5,1,1,0,6.3,72.858536,47.390244,0.04219512
763,2014-05-04,2233.552318688381,2014,18,4,6,5,0,1,0,6.3,73.23786,48.616505,0.028349515
764,2014-05-05,8968.767754266357,2014,19,5,0,5,0,0,0,6.3,73.458534,49.47317,0.010682925
765,2014-05-06,5881.132110940406,2014,19,6,1,5,0,0,0,6.3,74.281555,49.383495,0.011553397
766,2014-05-07,1884.787339271398,2014,19,7,2,5,0,0,0,6.3,75.87864,52.242718,0.06645631
767,2014-05-08,4681.45610716108,2014,19,8,3,5,0,0,0,6.3,76.09268,53.5561,0.15814637
768,2014-05-09,4094.6732922152823,2014,19,9,4,5,0,0,0,6.3,74.0,53.416668,0.19078436
769,2014-05-10,1034.6444781922778,2014,19,10,5,5,0,1,0,6.3,75.80097,53.23301,0.110631116
770,2014-05-11,4958.14732361798,2014,19,11,6,5,0,1,0,6.3,76.76699,54.461166,0.1567476
771,2014-05-12,5890.442603556567,2014,20,12,0,5,0,0,0,6.3,76.223305,54.067963,0.26650485
772,2014-05-13,7365.974458605389,2014,20,13,1,5,0,0,0,6.3,74.17476,52.063107,0.11344662
773,2014-05-14,6394.273815741235,2014,20,14,2,5,0,0,0,6.3,72.01478,49.50739,0.23472905
774,2014-05-15,6006.5003711382205,2014,20,15,3,5,0,0,0,6.3,70.78536,47.682926,0.2703902
775,2014-05-16,5330.512530971557,2014,20,16,4,5,0,0,0,6.3,69.24878,46.57561,0.13492684
776,2014-05-17,1988.3381563899331,2014,20,17,5,5,0,1,0,6.3,70.48039,46.35294,0.065931365
777,2014-05-18,1107.2533544795106,2014,20,18,6,5,0,1,0,6.3,73.31035,48.901478,0.031330056
778,2014-05-19,6164.79009917124,2014,21,19,0,5,0,0,0,6.3,75.930695,52.064358,0.06396041
779,2014-05-20,5706.329311566539,2014,21,20,1,5,0,0,0,6.3,79.655174,54.64532,0.036403947
780,2014-05-21,5260.333419212505,2014,21,21,2,5,0,0,0,6.3,79.72549,57.151962,0.06921569
781,2014-05-22,5274.113783906208,2014,21,22,3,5,0,0,0,6.3,79.41951,56.117073,0.06609757
782,2014-05-23,4994.013490739873,2014,21,23,4,5,0,0,0,6.3,78.617645,56.07843,0.058872566
783,2014-05-24,2090.9161779658084,2014,21,24,5,5,0,1,0,6.3,79.141464,56.5561,0.058
784,2014-05-25,1137.112737369388,2014,21,25,6,5,0,1,0,6.3,81.629265,57.17073,0.080195114
785,2014-05-26,6809.618900324812,2014,22,26,0,5,0,0,1,6.3,83.29756,59.482925,0.10624393
786,2014-05-27,7363.845547404774,2014,22,27,1,5,0,0,0,6.3,82.8878,60.639023,0.18965852
787,2014-05-28,6186.5356523263035,2014,22,28,2,5,1,0,0,6.3,80.51961,59.362743,0.19740199
788,2014-05-29,1762.2219534927417,2014,22,29,3,5,1,0,0,6.3,80.06829,58.043903,0.07282926
789,2014-05-30,7265.053832261085,2014,22,30,4,5,1,0,0,6.3,82.51724,59.06404,0.09842365
790,2014-05-31,2383.0880871172594,2014,22,31,5,5,1,1,0,6.3,82.82353,60.04902,0.087647066
791,2014-06-01,6220.133908815438,2014,22,1,6,6,1,1,0,6.1,82.95098,60.151962,0.16308826
792,2014-06-02,8558.809420986425,2014,23,2,0,6,1,0,0,6.1,82.416664,61.039215,0.122009836
793,2014-06-03,7254.067358316271,2014,23,3,1,6,1,0,0,6.1,83.68446,61.165047,0.13155341
794,2014-06-04,1129.6595784059305,2014,23,4,2,6,0,0,0,6.1,82.26961,60.431374,0.13740197
795,2014-06-05,7322.192319291994,2014,23,5,3,6,0,0,0,6.1,81.514565,59.762135,0.11233012
796,2014-06-06,4979.576582774803,2014,23,6,4,6,0,0,0,6.1,82.88725,59.02451,0.106421575
797,2014-06-07,1192.1674154876969,2014,23,7,5,6,0,1,0,6.1,81.76699,58.747574,0.14514564
798,2014-06-08,4488.614466867302,2014,23,8,6,6,0,1,0,6.1,80.67805,59.29756,0.17141463
799,2014-06-09,1744.7659517995967,2014,24,9,0,6,0,0,0,6.1,80.541466,60.019512,0.1732195
800,2014-06-10,5680.328089716007,2014,24,10,1,6,0,0,0,6.1,81.460785,59.735294,0.23450977
801,2014-06-11,4637.406854575982,2014,24,11,2,6,0,0,0,6.1,81.51724,60.556652,0.18389168
802,2014-06-12,2275.7070072360343,2014,24,12,3,6,0,0,0,6.1,79.5099,60.069305,0.13955447
803,2014-06-13,7398.034538406252,2014,24,13,4,6,0,0,0,6.1,79.0,58.004925,0.12935963
804,2014-06-14,2271.274002827771,2014,24,14,5,6,0,1,0,6.1,79.45588,57.485294,0.1701961
805,2014-06-15,1245.215638207945,2014,24,15,6,6,0,1,0,6.1,82.14778,59.0,0.10014779
806,2014-06-16,7156.793531028432,2014,25,16,0,6,0,0,0,6.1,84.79803,62.325123,0.14561577
807,2014-06-17,7545.937934526179,2014,25,17,1,6,0,0,0,6.1,85.22927,64.36098,0.100487806
808,2014-06-18,6486.892869198249,2014,25,18,2,6,0,0,0,6.1,85.14356,65.20297,0.20574257
809,2014-06-19,4394.04992102783,2014,25,19,3,6,0,0,0,6.1,84.42927,63.009758,0.21619514
810,2014-06-20,6851.245648076781,2014,25,20,4,6,0,0,0,6.1,85.09268,62.38049,0.1355122
811,2014-06-21,6278.388973329615,2014,25,21,5,6,0,1,0,6.1,85.05882,62.77451,0.07568629
812,2014-06-22,1441.0171718238928,2014,25,22,6,6,0,1,0,6.1,84.88725,62.764706,0.11529412
813,2014-06-23,8549.23106044026,2014,26,23,0,6,0,0,0,6.1,84.92611,63.206898,0.1882266
814,2014-06-24,7851.489687143625,2014,26,24,1,6,0,0,0,6.1,84.254906,64.48039,0.18916672
815,2014-06-25,7824.945602083501,2014,26,25,2,6,0,0,0,6.1,84.06863,64.27941,0.21034314
816,2014-06-26,6618.886554541817,2014,26,26,3,6,0,0,0,6.1,83.482925,64.81464,0.096097596
817,2014-06-27,6566.3129277016,2014,26,27,4,6,0,0,0,6.1,84.35122,65.234146,0.15209754
